1000,0.98078,0.00959032,0.00959032
1023.29,0.998963,0.000683109,0.000683109
1047.13,0.99053,0.00496378,0.00496378
1071.52,0.973106,0.0135063,0.0135063
1096.48,0.998753,0.000687184,0.000687184
1122.02,0.971754,0.0145093,0.0145093
1148.15,0.999546,0.000403158,0.000403158
1174.9,0.972777,0.0144911,0.0144911
1202.26,1.00037,5.35685e-05,5.35685e-05
1230.27,0.99343,0.00338027,0.00338027
1258.93,0.989789,0.00526494,0.00526494
1288.25,0.983169,0.00844926,0.00844926
1318.26,0.999463,0.000256357,0.000256357
1348.96,0.991682,0.0041889,0.0041889
1380.38,0.993464,0.00326822,0.00326822
1412.54,0.98011,0.0102062,0.0102062
1445.44,0.99953,0.000185083,0.000185083
1479.11,0.970665,0.0147689,0.0147689
1513.56,0.997016,0.00155263,0.00155263
1548.82,0.995661,0.00235384,0.00235384
1584.89,0.993575,0.00320911,0.00320911
1621.81,0.972376,0.0138622,0.0138622
1659.59,0.97783,0.0115858,0.0115858
1698.24,0.999539,0.000312224,0.000312224
1737.8,0.998885,0.000623215,0.000623215
1778.28,0.999704,0.000363306,0.000363306
1819.7,0.982043,0.00915991,0.00915991
1862.09,0.991324,0.00499015,0.00499015
1905.46,0.99712,0.00142054,0.00142054
1949.84,0.994546,0.00266858,0.00266858
1995.26,0.998079,0.00111889,0.00111889
2041.74,0.99985,0.000167293,0.000167293
2089.3,0.985244,0.00729397,0.00729397
2137.96,0.97803,0.0111177,0.0111177
2187.76,0.99269,0.00373243,0.00373243
2238.72,0.999148,0.000310989,0.000310989
2290.87,0.998555,0.00078591,0.00078591
2344.23,0.993922,0.00304489,0.00304489
2398.83,0.99855,0.000720297,0.000720297
2454.71,0.99832,0.00084935,0.00084935
2511.89,0.984933,0.00753026,0.00753026
2570.4,0.999192,0.000427731,0.000427731
2630.27,0.999924,3.84818e-05,3.84818e-05
2691.53,0.970365,0.0148147,0.0148147
2754.23,0.99037,0.00503979,0.00503979
2818.38,0.988977,0.00550761,0.00550761
2884.03,0.998198,0.00101869,0.00101869
2951.21,0.986083,0.00696622,0.00696622
3019.95,0.999916,6.901e-05,6.901e-05
3090.3,0.999979,1.03372e-05,1.03372e-05
3162.28,0.991321,0.00431356,0.00431356
3235.94,0.970714,0.0146006,0.0146006
3311.31,0.993373,0.00333062,0.00333062
3388.44,0.999998,2.64883e-05,2.64883e-05
3467.37,0.99613,0.00196319,0.00196319
3548.13,0.998599,0.000705987,0.000705987
3630.78,0.99331,0.00334049,0.00334049
3715.35,0.976617,0.0116492,0.0116492
3801.89,0.992983,0.00350994,0.00350994
3890.45,0.999603,0.000199174,0.000199174
3981.07,0.998777,0.000599,0.000599
4073.8,0.969867,0.0150703,0.0150703
4168.69,0.978478,0.0107852,0.0107852
4265.8,0.969951,0.015029,0.015029
4365.16,0.976794,0.0117367,0.0117367
4466.84,0.989322,0.00532101,0.00532101
4570.88,0.992972,0.0035132,0.0035132
4677.35,0.991254,0.00437559,0.00437559
4786.3,0.969874,0.0150589,0.0150589
4897.79,0.989247,0.00537775,0.00537775
5011.87,0.986246,0.0068794,0.0068794
5128.61,0.996082,0.00196403,0.00196403
5248.07,0.972613,0.0137021,0.0137021
