0.0903379985,0.0850291119,0.1252110186
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.0903301708,0.0850319707,0.1252125534
NaN,NaN,NaN
0.0903199524,0.0850298878,0.1252075151
NaN,NaN,NaN
3.82E+148,8.90E+149,8.90E+149
0.0902923742,0.0850243683,0.1251940406
0.0902756617,0.0850192881,0.1251837732
0.0902548307,0.0850131161,0.1251711695
0.0902296612,0.0850063731,0.1251568055
0.0901991983,0.0849990772,0.1251404678
0.0901618878,0.0849909204,0.1251214002
0.0901160295,0.0849805873,0.1250975877
0.0903547409,0.0847443592,0.1248689768
0.089503266,0.0868485714,0.1263828935
0.1314606632,0.1050378921,0.1344895454
0.2734219287,0.1514531868,0.1532730271
0.7552643367,0.0014759458,0.0202407302
0.8123590428,0.0389589145,0.0390500069
0.7527370632,0.1041001927,0.0857422112
0.4584083041,0.2808016978,0.2255234923
0.9669272533,0.0062122118,0.0042312704
0.6681771758,0.1951052877,0.12455816
0.9174873874,0.0264850806,0.0504655372
0.181130679,0.3438205761,0.4727137839
0.2105471931,0.3199012689,0.4686051444
0.693202077,0.2183583136,0.0880619677
0.8311632992,0.1370848532,0.0316022307
0.4231756116,0.3616185526,0.2151465552
0.8277187078,0.1419647748,0.0302931646
0.846475744,0.1127886205,0.0407263235
0.9390038527,0.0520383184,0.008954184
0.9330703006,0.0428444737,0.0240837883
0.5669780694,0.2063293916,0.2266919696
0.7301517137,0.2169408463,0.0529072083
0.8414307364,0.0821088027,0.0764603688
0.9253084849,0.0674743307,0.0072171501
0.3653649556,0.4334628338,0.201172196
0.2969904131,0.5063578085,0.1966517785
0.4989393754,0.4119672501,0.0890933715
0.9727664945,0.0233551343,0.0038783713
0.6763215837,0.2754087763,0.0482696397
0.9112544701,0.0132953107,0.0754502173
0.7171216922,0.2147536338,0.0681246735
0.6215458081,0.3213919928,0.0570621976
0.7098703707,0.2421201086,0.0480095197
0.8046090761,0.1880698485,0.0073210753
0.9400663587,0.029615709,0.0303179327
0.9026542677,0.0668797889,0.0304659436
0.9203301102,0.0537592169,0.0259106741
0.9447754843,0.0408900566,0.0143344591
0.9465221997,0.0262251392,0.0272526617
0.9874553919,0.0093640052,0.0031806033
0.9214738134,0.03961823,0.0389079565
0.9621166411,0.0179712494,0.0199121091
0.9456823415,0.0279195109,0.026398148
0.9629694635,0.0182734113,0.0187571257
0.9578177291,0.0221226771,0.0200595938
0.9827310307,0.0091422481,0.008126722
0.9622287384,0.0192307864,0.0185404754
0.9804440602,0.009892307,0.0096636324
0.9982535369,0.0009600622,0.0007864014
0.9884120994,0.005804838,0.0057830615
0.9938471423,0.0031930924,0.0029597661
0.9983415653,0.0007911074,0.0008673288
0.9919812174,0.0039280262,0.0040907579
0.9890713257,0.0054271551,0.0055015195
0.9910249811,0.0044880818,0.0044869365
0.9942376161,0.0028952444,0.0028671341
0.9967642881,0.001632025,0.0016036841
0.9983143881,0.0008531793,0.0008324368
0.9991565773,0.0004283823,0.0004150731
0.999585551,0.0002112135,0.0002032097
0.9997971268,0.000103777,9.91E-05
0.9998998245,5.13E-05,4.87E-05
0.9999500234,2.57E-05,2.42E-05
0.9999747794,1.31E-05,1.23E-05
0.9999868685,6.84E-06,6.33E-06
0.999993238,3.64E-06,3.35E-06
0.9999966936,1.98E-06,1.81E-06
0.9999949419,1.10E-06,9.96E-07
1.0000039007,6.21E-07,5.60E-07
1.0000069076,3.57E-07,3.21E-07
1.0000130331,2.09E-07,1.87E-07
1.0000045457,1.23E-07,1.10E-07
1.0000126011,7.38E-08,6.56E-08
1.0000157551,4.46E-08,3.95E-08
1.0000448885,2.71E-08,2.40E-08
1.0000596775,1.66E-08,1.46E-08
0.9999924114,1.02E-08,9.00E-09
0.9999017439,6.31E-09,5.55E-09
1.000065095,3.91E-09,3.44E-09
0.9996202884,2.43E-09,2.13E-09
0.9988699226,1.51E-09,1.33E-09
