1000,7.03838e+69,8.0452e+69,9.12994e+69
1258.93,-nan,-nan,-nan
1584.89,-nan,-nan,-nan
1995.26,-nan,-nan,-nan
2511.89,-nan,-nan,-nan
3162.28,9.57774e+54,1.09478e+55,1.24239e+55
3981.07,inf,inf,inf
5011.87,-nan,-nan,-nan
6309.57,-nan,-nan,-nan
7943.28,-nan,-nan,-nan
10000,-nan,-nan,-nan
12589.3,2.35563e+60,2.6926e+60,3.05565e+60
15848.9,-nan,-nan,-nan
19952.6,inf,inf,inf
25118.9,-nan,-nan,-nan
31622.8,-nan,-nan,-nan
39810.7,0.100213,0.114548,0.129993
50118.7,-nan,-nan,-nan
63095.7,-nan,-nan,-nan
79432.8,-nan,-nan,-nan
100000,7.94453e+62,9.08094e+62,1.03053e+63
125893,inf,inf,inf
158489,-nan,-nan,-nan
199526,-nan,-nan,-nan
251189,-nan,-nan,-nan
316228,5.10657e+232,5.83698e+232,6.62399e+232
398107,inf,inf,inf
501187,-nan,-nan,-nan
630957,-nan,-nan,-nan
794328,inf,inf,inf
1e+06,290.599,332.154,376.941
1.25893e+06,-nan,-nan,-nan
1.58489e+06,-nan,-nan,-nan
1.99526e+06,1.01631e+20,1.16159e+20,1.31823e+20
2.51189e+06,6.4897e+119,7.41719e+119,8.41742e+119
3.16228e+06,-nan,-nan,-nan
3.98107e+06,-nan,-nan,-nan
5.01187e+06,-nan,-nan,-nan
6.30957e+06,-nan,-nan,-nan
7.94328e+06,inf,inf,inf
1e+07,-nan,-nan,-nan
1.25893e+07,inf,inf,inf
1.58489e+07,-nan,-nan,-nan
1.99526e+07,inf,inf,inf
2.51189e+07,7.02062e+180,8.01574e+180,9.09832e+180
3.16228e+07,-nan,-nan,-nan
3.98107e+07,9.83566e+112,1.12223e+113,1.27394e+113
5.01187e+07,inf,inf,inf
6.30957e+07,-nan,-nan,-nan
7.94328e+07,inf,inf,inf
1e+08,inf,inf,inf
1.25893e+08,9.00482e+287,1.02342e+288,1.16257e+288
1.58489e+08,1.23944e+179,1.36848e+179,1.56242e+179
1.99526e+08,5.03283e+98,2.97663e+98,1.16245e+98
2.51189e+08,9.33677e+51,3.25078e+51,9.72846e+50
3.16228e+08,2.21692e+26,7.86159e+25,2.37844e+25
3.98107e+08,4.46007e+12,1.56874e+12,4.7225e+11
5.01187e+08,2.72563e+06,973660,1.10827e+06
6.30957e+08,72882.8,279880,30384.3
7.94328e+08,9897.86,289231,458542
1e+09,5739.25,103779,126253
1.25893e+09,783.165,16093.7,21110.4
1.58489e+09,136.208,2621.29,3298.58
1.99526e+09,26.0637,510.362,650.911
2.51189e+09,6.61124,129.738,164.475
3.16228e+09,2.06605,41.4215,53.8113
3.98107e+09,0.816255,16.4918,21.6176
5.01187e+09,0.382642,7.88082,10.341
6.30957e+09,0.216238,4.27232,5.80016
7.94328e+09,0.129845,2.60664,3.66835
1e+10,0.113526,1.73219,2.5405
1.25893e+10,0.197515,1.47024,1.57517
1.58489e+10,0.10675,1.17061,1.27193
1.99526e+10,0.278762,0.737385,1.08853
2.51189e+10,0.0883175,0.723548,0.995057
3.16228e+10,0.467171,0.473732,0.659521
3.98107e+10,0.579281,0.386176,0.48772
5.01187e+10,0.307146,0.437092,0.601592
6.30957e+10,0.464344,0.367298,0.434538
7.94328e+10,0.45151,0.309925,0.444815
1e+11,0.801831,0.148152,0.210669
1.25893e+11,0.61376,0.22307,0.28882
1.58489e+11,0.923281,0.0851016,0.0902102
1.99526e+11,0.846805,0.0924642,0.138291
2.51189e+11,0.74414,0.130761,0.186236
3.16228e+11,0.768036,0.120092,0.16014
3.98107e+11,0.840624,0.0868827,0.110649
5.01187e+11,0.905153,0.0559725,0.0690666
6.30957e+11,0.948517,0.0341629,0.0412302
7.94328e+11,0.97434,0.0203885,0.024218
1e+12,0.988728,0.012094,0.0141995
1.25893e+12,0.996357,0.00718897,0.00836804
1.58489e+12,1.00018,0.00429828,0.0049709
1.99526e+12,1.00193,0.00258832,0.00297865
2.51189e+12,1.00258,0.00156985,0.00179978
3.16228e+12,1.00267,0.000958466,0.00109565
3.98107e+12,1.00249,0.000588609,0.000671332
5.01187e+12,1.0022,0.000363279,0.000413604
6.30957e+12,1.00188,0.000225148,0.000255983
7.94328e+12,1.00158,0.000140022,0.000159026
