0.06957,4.35e-13
0.13914,4.35e-13
0.20871,4.35e-13
0.27828,4.35e-13
0.34785,4.35e-13
0.41742,4.35e-13
0.48699,4.35e-13
0.55656,4.35e-13
0.62613,4.35e-13
0.6957,4.35e-13
0.76527,4.35e-13
0.83484,4.35e-13
0.90441,4.35e-13
0.97398,4.35e-13
1.04355,4.35e-13
1.11312,4.35e-13
1.18269,4.35e-13
1.25226,4.35e-13
1.32183,4.35e-13
1.3914,4.35e-13
1.46097,4.35e-13
1.53054,4.35e-13
1.60011,4.35e-13
1.66968,4.35e-13
1.73925,4.35e-13
1.80882,4.35e-13
1.87839,4.35e-13
1.94796,4.35e-13
2.01753,4.35e-13
2.0871,4.35e-13
2.15667,4.35e-13
2.22624,4.35e-13
2.29581,4.35e-13
2.36538,4.35e-13
2.43495,4.35e-13
2.50452,4.35e-13
2.57409,4.35e-13
2.64366,4.35e-13
2.71323,4.35e-13
2.7828,4.35e-13
2.85237,4.35e-13
2.92194,4.35e-13
2.99151,4.35e-13
3.06108,4.35e-13
3.13065,4.35e-13
3.20022,4.35e-13
3.26979,4.35e-13
3.33936,4.35e-13
3.40893,4.35e-13
3.4785,4.35e-13
3.54807,4.35e-13
3.61764,4.35e-13
3.68721,4.35e-13
3.75678,4.35e-13
3.82635,4.35e-13
3.89592,4.35e-13
3.96549,4.35e-13
4.03506,4.35e-13
4.10463,4.35e-13
4.1742,4.35e-13
4.24377,4.35e-13
4.31334,4.35e-13
4.38291,4.35e-13
4.45248,4.35e-13
4.52205,4.35e-13
4.59162,4.35e-13
4.66119,4.35e-13
4.73076,4.35e-13
4.80033,4.35e-13
4.8699,4.35e-13
4.93947,4.35e-13
5.00904,4.35e-13
5.07861,4.35e-13
5.14818,4.35e-13
5.21775,4.35e-13
5.28732,4.35e-13
5.35689,4.35e-13
5.42646,4.35e-13
5.49603,4.35e-13
5.5656,4.35e-13
5.63517,4.35e-13
5.70474,4.35e-13
5.77431,4.35e-13
5.84388,4.35e-13
5.91345,4.35e-13
5.98302,4.35e-13
6.05259,4.35e-13
6.12216,4.35e-13
6.19173,4.35e-13
6.2613,4.35e-13
6.33087,4.35e-13
6.40044,4.35e-13
6.47001,4.35e-13
6.53958,4.35e-13
6.60915,4.35e-13
6.67872,4.35e-13
6.74829,4.35e-13
6.81786,4.35e-13
6.88743,4.35e-13
6.957,4.35e-13
7.02657,4.35e-13
7.09614,4.35e-13
7.16571,4.35e-13
7.23528,4.35e-13
7.30485,4.35e-13
7.37442,4.35e-13
7.44399,4.35e-13
7.51356,4.35e-13
7.58313,4.35e-13
7.6527,4.35e-13
7.72227,4.35e-13
7.79184,4.35e-13
7.86141,4.35e-13
7.93098,4.35e-13
8.00055,4.35e-13
8.07012,4.35e-13
8.13969,4.35e-13
8.20926,4.35e-13
8.27883,4.35e-13
8.3484,4.35e-13
8.41797,4.35e-13
8.48754,4.35e-13
8.55711,4.35e-13
8.62668,4.35e-13
8.69625,4.35e-13
8.76582,4.35e-13
8.83539,4.35e-13
8.90496,4.35e-13
8.97453,4.35e-13
9.0441,4.35e-13
9.11367,4.35e-13
