1000,-nan,-nan,-nan
1258.93,0.181722,0.207717,0.235723
1584.89,-nan,-nan,-nan
1995.26,-nan,-nan,-nan
2511.89,0.192086,0.219563,0.249167
3162.28,-nan,-nan,-nan
3981.07,0.193044,0.220659,0.25041
5011.87,-nan,-nan,-nan
6309.57,-nan,-nan,-nan
7943.28,0.195477,0.223439,0.253566
10000,0.176848,0.202145,0.229401
12589.3,0.15231,0.174098,0.197571
15848.9,0.131478,0.150285,0.170548
19952.6,0.116834,0.133547,0.151553
25118.9,0.107509,0.122888,0.139457
31622.8,0.102051,0.116649,0.132377
39810.7,0.0993012,0.113506,0.12881
50118.7,0.0984988,0.112589,0.127769
63095.7,0.0994282,0.113651,0.128974
79432.8,0.100572,0.114958,0.130458
100000,0.106126,0.121307,0.137662
125893,0.108989,0.124583,0.14138
158489,0.129021,0.141409,0.161656
199526,0.167368,0.132737,0.158674
251189,0.241849,0.171085,0.182189
316228,0.201341,0.307669,0.254227
398107,0.00281436,0.506845,0.406576
501187,0.701447,0.0875384,0.165248
630957,0.720953,0.0830228,0.165416
794328,0.702603,0.119676,0.153092
1e+06,0.427511,0.32432,0.232151
1.25893e+06,0.101477,0.517694,0.372371
1.58489e+06,0.202357,0.416332,0.377536
1.99526e+06,0.444887,0.143651,0.409871
2.51189e+06,0.0849318,0.458488,0.455925
3.16228e+06,0.447048,0.323482,0.22921
3.98107e+06,0.207128,0.278241,0.514522
5.01187e+06,0.351646,0.171542,0.476769
6.30957e+06,0.304184,0.206174,0.489623
7.94328e+06,0.325439,0.44449,0.230063
1e+07,0.35121,0.422829,0.225958
1.25893e+07,0.364451,0.393632,0.241916
1.58489e+07,0.426271,0.397127,0.176601
1.99526e+07,0.280877,0.523827,0.195295
2.51189e+07,0.341887,0.119712,0.538401
3.16228e+07,0.178123,0.538544,0.283332
3.98107e+07,0.21357,0.0927202,0.69371
5.01187e+07,0.237025,0.0654815,0.697494
6.30957e+07,0.220871,0.699051,0.0800772
7.94328e+07,0.0102243,0.0794033,0.910372
1e+08,0.0997857,0.731147,0.169067
1.25893e+08,0.0301787,0.481431,0.48839
1.58489e+08,0.0171471,0.401695,0.581158
1.99526e+08,0.0346409,0.14174,0.82362
2.51189e+08,0.123191,0.542353,0.334456
3.16228e+08,0.0877975,0.370839,0.541363
3.98107e+08,0.0680473,0.45543,0.476522
5.01187e+08,0.0481098,0.044643,0.907247
6.30957e+08,0.138805,0.697093,0.164102
7.94328e+08,0.0107295,0.130732,0.858538
1e+09,0.142898,0.677845,0.179257
1.25893e+09,0.0443431,0.323182,0.632475
1.58489e+09,0.00941977,0.242305,0.748275
1.99526e+09,0.0987714,0.0325147,0.868714
2.51189e+09,0.000601976,0.205131,0.794267
3.16228e+09,0.019778,0.404993,0.575229
3.98107e+09,0.00825346,0.425791,0.565956
5.01187e+09,0.0514707,0.490216,0.458314
6.30957e+09,0.00808534,0.377616,0.614298
7.94328e+09,0.0294335,0.441744,0.528822
1e+10,0.00661041,0.438679,0.554711
1.25893e+10,0.0801082,0.382467,0.537425
1.58489e+10,0.11079,0.442352,0.446858
1.99526e+10,0.0697298,0.342609,0.587661
2.51189e+10,0.0995396,0.424129,0.476332
3.16228e+10,0.225607,0.296837,0.477556
3.98107e+10,0.366175,0.257909,0.375917
5.01187e+10,0.256775,0.328547,0.414679
6.30957e+10,0.400994,0.282849,0.316156
7.94328e+10,0.382652,0.259477,0.357872
1e+11,0.669675,0.133453,0.196872
1.25893e+11,0.55731,0.195261,0.247429
1.58489e+11,0.845219,0.0742427,0.0805377
1.99526e+11,0.774911,0.0901762,0.134912
2.51189e+11,0.69649,0.12561,0.177898
3.16228e+11,0.734469,0.114047,0.151485
3.98107e+11,0.813292,0.0822421,0.104466
5.01187e+11,0.881779,0.0529738,0.0652466
6.30957e+11,0.92868,0.0323418,0.038979
7.94328e+11,0.957765,0.019315,0.0229182
1e+12,0.975062,0.0114731,0.0134589
1.25893e+12,0.985213,0.00683354,0.00794871
1.58489e+12,0.991176,0.0040952,0.00473333
1.99526e+12,0.99469,0.00247174,0.00284316
2.51189e+12,0.996783,0.00150236,0.00172176
3.16228e+12,0.99803,0.000918983,0.0010502
3.98107e+12,0.99879,0.000565267,0.000644554
5.01187e+12,0.999284,0.00034935,0.000397667
6.30957e+12,0.99952,0.000216742,0.000246387
7.94328e+12,0.999707,0.000134915,0.000153207
