0,1.8663e-11
7294.94,1.66019e-11
14589.9,1.47683e-11
21884.8,1.31373e-11
29179.8,1.16864e-11
36474.7,1.03957e-11
43769.7,9.2476e-12
51064.6,8.22629e-12
58359.5,7.31776e-12
65654.5,6.50958e-12
72949.4,5.79065e-12
80244.4,5.15112e-12
87539.3,4.58222e-12
94834.3,4.07616e-12
102129,3.62598e-12
109424,3.22552e-12
116719,2.86929e-12
124014,2.5524e-12
131309,2.27051e-12
138604,2.01975e-12
145899,1.79669e-12
153194,1.59826e-12
160489,1.42174e-12
167784,1.26472e-12
175079,1.12505e-12
182374,1.0008e-12
189669,8.90266e-13
196963,7.91943e-13
204258,7.0448e-13
211553,6.26676e-13
218848,5.57465e-13
226143,4.95898e-13
233438,4.4113e-13
240733,3.92411e-13
248028,3.49073e-13
255323,3.10521e-13
262618,2.76226e-13
269913,2.45719e-13
277208,2.18582e-13
284503,1.94441e-13
291798,1.72967e-13
299093,1.53864e-13
306388,1.36871e-13
313683,1.21755e-13
320978,1.08308e-13
328272,9.63464e-14
335567,8.57057e-14
342862,7.62403e-14
350157,6.78202e-14
357452,6.03301e-14
364747,5.36671e-14
372042,4.774e-14
379337,4.24675e-14
386632,3.77774e-14
393927,3.36052e-14
401222,2.98938e-14
408517,2.65923e-14
415812,2.36554e-14
423107,2.10428e-14
430402,1.87188e-14
437697,1.66515e-14
444992,1.48125e-14
452286,1.31766e-14
459581,1.17213e-14
466876,1.04268e-14
474171,9.27526e-15
481466,8.25089e-15
488761,7.33964e-15
496056,6.52904e-15
503351,5.80797e-15
510646,5.16652e-15
517941,4.59593e-15
525236,4.08834e-15
532531,3.63682e-15
539826,3.23517e-15
547121,2.87787e-15
554416,2.56003e-15
561711,2.2773e-15
569006,2.02579e-15
576300,1.80206e-15
583596,1.60304e-15
590890,1.426e-15
598185,1.26851e-15
605480,1.12841e-15
612775,1.00379e-15
620070,8.92928e-16
627365,7.94312e-16
634660,7.06587e-16
641955,6.2855e-16
649250,5.59133e-16
656545,4.97381e-16
663840,4.42449e-16
671135,3.93584e-16
678430,3.50117e-16
685725,3.11449e-16
693020,2.77052e-16
