10,0.0844946,0.0965814,0.109604
13.1826,0.0844946,0.0965814,0.109604
17.378,nan,nan,nan
22.9087,0.0844946,0.0965814,0.109603
30.1995,nan,nan,nan
39.8107,-nan,-nan,-nan
52.4807,0.0844944,0.0965815,0.109604
69.1831,0.0844944,0.0965814,0.109603
91.2011,-nan,-nan,-nan
120.226,0.084494,0.0965815,0.109603
158.489,-nan,-nan,-nan
208.93,0.0844941,0.0965815,0.109603
275.423,nan,nan,nan
363.078,0.0844935,0.0965812,0.109603
478.63,0.0844926,0.0965826,0.109604
630.957,-nan,-nan,-nan
831.764,nan,nan,nan
1096.48,-nan,-nan,-nan
1445.44,-nan,-nan,-nan
1905.46,nan,nan,nan
2511.89,-nan,-nan,-nan
3311.31,-nan,-nan,-nan
4365.16,-nan,-nan,-nan
5754.4,-nan,-nan,-nan
7585.78,0.0844704,0.0965755,0.109592
10000,-nan,-nan,-nan
13182.6,nan,nan,nan
17378,0.0843965,0.0965962,0.109595
22908.7,0.0843663,0.0966021,0.109594
30199.5,0.0843978,0.096557,0.109559
39810.7,0.0843716,0.0965544,0.10955
52480.7,0.0699516,0.107232,0.115595
69183.1,0.0843319,0.0964866,0.109478
91201.1,0.183988,0.0559847,0.083565
120226,0.349941,0.321603,0.200997
158489,0.510427,0.246358,0.154484
208930,0.654233,0.175253,0.111123
275423,0.491897,0.25501,0.237358
363078,0.85262,0.0630095,0.0658464
478630,0.465963,0.243321,0.283368
630957,0.650865,0.241,0.103069
831764,0.949694,0.0218811,0.0265061
1.09648e+06,0.944438,0.0257216,0.0297141
1.44544e+06,0.184626,0.416575,0.398739
1.90546e+06,0.927639,0.0323874,0.0399131
2.51189e+06,0.984895,0.00127034,0.0138203
3.31131e+06,0.312965,0.345641,0.341392
4.36516e+06,0.929739,0.0192215,0.0510368
5.7544e+06,0.190993,0.633785,0.175222
7.58578e+06,0.862476,0.105822,0.0317015
1e+07,0.479475,0.425603,0.0949213
1.31826e+07,0.5518,0.196353,0.251846
1.7378e+07,0.586234,0.182495,0.231271
2.29087e+07,0.875472,0.0879617,0.0365662
3.01995e+07,0.921563,0.0634326,0.015004
3.98107e+07,0.859289,0.131848,0.00886316
5.24807e+07,0.54499,0.404264,0.0507464
6.91831e+07,0.720663,0.254662,0.0246749
9.12011e+07,0.921468,0.0551289,0.0234034
1.20226e+08,0.848729,0.0913103,0.0599612
1.58489e+08,0.935519,0.0148208,0.0496597
2.0893e+08,0.859704,0.13165,0.00864692
2.75423e+08,0.949047,0.0505281,0.000425286
3.63078e+08,0.962056,0.00110169,0.0368426
4.7863e+08,0.920609,0.0207253,0.0586656
6.30957e+08,0.993788,0.00256209,0.00365005
8.31764e+08,0.92973,0.0405671,0.0297031
1.09648e+09,0.997916,0.00073587,0.00134799
1.44544e+09,0.960018,0.014228,0.0257538
1.90546e+09,0.981982,0.00652356,0.0114941
2.51189e+09,0.952756,0.0215694,0.0256747
3.31131e+09,0.996266,0.00135822,0.00237556
4.36516e+09,0.987825,0.00621517,0.00595977
5.7544e+09,0.990611,0.00438619,0.00500251
7.58578e+09,0.991267,0.00330565,0.00542706
1e+10,0.988744,0.00462808,0.006628
1.31826e+10,0.99916,0.000392595,0.000447114
1.7378e+10,0.996337,0.00171538,0.00194801
2.29087e+10,0.999008,0.000464139,0.000528179
3.01995e+10,0.998944,0.000487366,0.000568819
3.98107e+10,0.999138,0.000390537,0.000471885
5.24807e+10,0.998955,0.000490394,0.000554947
6.91831e+10,0.999244,0.000354762,0.000401193
9.12011e+10,0.999976,1.11403e-05,1.26899e-05
1.20226e+11,0.999798,9.45709e-05,0.000107489
1.58489e+11,0.999987,5.94979e-06,6.77745e-06
2.0893e+11,0.999968,1.49073e-05,1.69375e-05
2.75423e+11,0.999995,2.19802e-06,2.50389e-06
3.63078e+11,0.999995,2.2987e-06,2.61848e-06
4.7863e+11,0.999985,7.21832e-06,8.21688e-06
6.30957e+11,0.999994,2.94579e-06,3.34958e-06
8.31764e+11,0.999999,3.31061e-07,3.77148e-07
1.09648e+12,1,5.36891e-08,6.11651e-08
1.44544e+12,0.999999,6.91469e-07,7.87596e-07
1.90546e+12,1,6.34558e-08,7.2291e-08
2.51189e+12,1,2.25519e-07,2.56893e-07
3.31131e+12,0.999999,8.87892e-09,1.01153e-08
4.36516e+12,1,2.17719e-09,2.48037e-09
5.7544e+12,0.999991,3.20163e-08,3.64736e-08
7.58578e+12,1,7.01975e-10,7.99729e-10
